experiment_name,measurement_id,time_s,power_watts
random_mixed_20260612_004142,1,30.9,114.81
random_mixed_20260612_004142,1,31.0,114.92
random_mixed_20260612_004142,1,31.1,115.01
random_mixed_20260612_004142,1,31.2,115.01
random_mixed_20260612_004142,1,31.3,115.01
random_mixed_20260612_004142,1,31.4,114.9
random_mixed_20260612_004142,1,31.5,115.01
random_mixed_20260612_004142,1,31.6,114.95
random_mixed_20260612_004142,1,31.7,115.12
random_mixed_20260612_004142,1,31.8,115.01
random_mixed_20260612_004142,1,31.9,114.9
random_mixed_20260612_004142,1,32.0,114.9
random_mixed_20260612_004142,1,32.1,115.01
random_mixed_20260612_004142,1,32.2,115.01
random_mixed_20260612_004142,1,32.3,115.01
random_mixed_20260612_004142,1,32.4,115.01
random_mixed_20260612_004142,1,32.5,115.02
random_mixed_20260612_004142,1,32.6,115.02
random_mixed_20260612_004142,1,32.7,115.1
random_mixed_20260612_004142,1,32.8,115.1
random_mixed_20260612_004142,1,32.9,114.92
random_mixed_20260612_004142,1,33.0,115.02
random_mixed_20260612_004142,1,33.1,115.01
random_mixed_20260612_004142,1,33.2,115.1
random_mixed_20260612_004142,1,33.3,114.92
random_mixed_20260612_004142,1,33.4,115.02
random_mixed_20260612_004142,1,33.5,115.01
random_mixed_20260612_004142,1,33.6,114.92
random_mixed_20260612_004142,1,33.7,115.1
random_mixed_20260612_004142,1,33.8,114.91
random_mixed_20260612_004142,1,33.9,114.91
random_mixed_20260612_004142,1,34.0,114.9
random_mixed_20260612_004142,1,34.1,114.91
random_mixed_20260612_004142,1,34.2,115.1
random_mixed_20260612_004142,1,34.3,114.92
random_mixed_20260612_004142,1,34.4,115.01
random_mixed_20260612_004142,1,34.5,115.03
random_mixed_20260612_004142,1,34.6,114.94
random_mixed_20260612_004142,1,34.7,115.12
random_mixed_20260612_004142,1,34.8,115.12
random_mixed_20260612_004142,1,34.9,114.92
random_mixed_20260612_004142,1,35.0,115.03
random_mixed_20260612_004142,1,35.1,115.12
random_mixed_20260612_004142,1,35.2,115.12
random_mixed_20260612_004142,1,35.3,114.92
random_mixed_20260612_004142,1,35.4,115.1
random_mixed_20260612_004142,1,35.5,114.91
random_mixed_20260612_004142,1,35.6,114.91
random_mixed_20260612_004142,1,35.7,114.8
random_mixed_20260612_004142,1,35.8,115.01
random_mixed_20260612_004142,1,35.9,115.12
random_mixed_20260612_004142,1,36.0,115.03
