experiment_name,measurement_id,time_s,power_watts
single_qwen3.5-27b_mixed_20260611_181840,1,21.6,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,21.7,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,21.8,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,21.9,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,22.0,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,22.1,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,22.2,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,22.3,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,22.4,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,22.5,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,22.6,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,22.7,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,22.8,115.41
single_qwen3.5-27b_mixed_20260611_181840,1,22.9,115.29
single_qwen3.5-27b_mixed_20260611_181840,1,23.0,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,23.1,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,23.2,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,23.3,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,23.4,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,23.5,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,23.6,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,23.7,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,23.8,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,23.9,115.12
single_qwen3.5-27b_mixed_20260611_181840,1,24.0,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,24.1,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,24.2,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,24.3,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,24.4,115.11
single_qwen3.5-27b_mixed_20260611_181840,1,24.5,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,24.6,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,24.7,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,24.8,115.02
single_qwen3.5-27b_mixed_20260611_181840,1,24.9,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,25.0,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,25.1,115.41
single_qwen3.5-27b_mixed_20260611_181840,1,25.2,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,25.3,132.86
single_qwen3.5-27b_mixed_20260611_181840,1,25.4,138.24
single_qwen3.5-27b_mixed_20260611_181840,1,25.5,138.14
single_qwen3.5-27b_mixed_20260611_181840,1,25.6,138.14
single_qwen3.5-27b_mixed_20260611_181840,1,25.7,138.43
single_qwen3.5-27b_mixed_20260611_181840,1,25.8,138.72
single_qwen3.5-27b_mixed_20260611_181840,1,25.9,138.04
single_qwen3.5-27b_mixed_20260611_181840,1,26.0,138.14
single_qwen3.5-27b_mixed_20260611_181840,1,26.1,138.43
single_qwen3.5-27b_mixed_20260611_181840,1,26.2,138.61
single_qwen3.5-27b_mixed_20260611_181840,1,26.3,138.93
single_qwen3.5-27b_mixed_20260611_181840,1,26.4,139.14
single_qwen3.5-27b_mixed_20260611_181840,1,26.5,138.74
single_qwen3.5-27b_mixed_20260611_181840,1,26.6,138.93
single_qwen3.5-27b_mixed_20260611_181840,1,26.7,138.43
single_qwen3.5-27b_mixed_20260611_181840,1,26.8,138.74
single_qwen3.5-27b_mixed_20260611_181840,1,26.9,138.63
single_qwen3.5-27b_mixed_20260611_181840,1,27.0,138.72
single_qwen3.5-27b_mixed_20260611_181840,1,27.1,138.93
single_qwen3.5-27b_mixed_20260611_181840,1,27.2,138.54
single_qwen3.5-27b_mixed_20260611_181840,1,27.3,138.44
single_qwen3.5-27b_mixed_20260611_181840,1,27.4,138.45
single_qwen3.5-27b_mixed_20260611_181840,1,27.5,139.06
single_qwen3.5-27b_mixed_20260611_181840,1,27.6,140.02
single_qwen3.5-27b_mixed_20260611_181840,1,27.7,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,27.8,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,27.9,139.72
single_qwen3.5-27b_mixed_20260611_181840,1,28.0,140.01
single_qwen3.5-27b_mixed_20260611_181840,1,28.1,139.62
single_qwen3.5-27b_mixed_20260611_181840,1,28.2,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,28.3,138.64
single_qwen3.5-27b_mixed_20260611_181840,1,28.4,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,28.5,139.82
single_qwen3.5-27b_mixed_20260611_181840,1,28.6,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,28.7,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,28.8,139.9
single_qwen3.5-27b_mixed_20260611_181840,1,28.9,140.22
single_qwen3.5-27b_mixed_20260611_181840,1,29.0,140.21
single_qwen3.5-27b_mixed_20260611_181840,1,29.1,139.33
single_qwen3.5-27b_mixed_20260611_181840,1,29.2,140.59
single_qwen3.5-27b_mixed_20260611_181840,1,29.3,140.11
single_qwen3.5-27b_mixed_20260611_181840,1,29.4,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,29.5,139.92
single_qwen3.5-27b_mixed_20260611_181840,1,29.6,139.43
single_qwen3.5-27b_mixed_20260611_181840,1,29.7,140.29
single_qwen3.5-27b_mixed_20260611_181840,1,29.8,142.09
single_qwen3.5-27b_mixed_20260611_181840,1,29.9,158.23
single_qwen3.5-27b_mixed_20260611_181840,1,30.0,160.21
single_qwen3.5-27b_mixed_20260611_181840,1,30.1,160.68
single_qwen3.5-27b_mixed_20260611_181840,1,30.2,161.07
single_qwen3.5-27b_mixed_20260611_181840,1,30.3,181.11
single_qwen3.5-27b_mixed_20260611_181840,1,30.4,256.84
single_qwen3.5-27b_mixed_20260611_181840,1,30.5,180.9
single_qwen3.5-27b_mixed_20260611_181840,1,30.6,160.7
single_qwen3.5-27b_mixed_20260611_181840,1,30.7,161.37
single_qwen3.5-27b_mixed_20260611_181840,1,30.8,167.27
single_qwen3.5-27b_mixed_20260611_181840,1,30.9,164.3
single_qwen3.5-27b_mixed_20260611_181840,1,31.0,164.62
single_qwen3.5-27b_mixed_20260611_181840,1,31.1,164.72
single_qwen3.5-27b_mixed_20260611_181840,1,31.2,160.38
single_qwen3.5-27b_mixed_20260611_181840,1,31.3,160.95
single_qwen3.5-27b_mixed_20260611_181840,1,31.4,160.68
single_qwen3.5-27b_mixed_20260611_181840,1,31.5,160.67
single_qwen3.5-27b_mixed_20260611_181840,1,31.6,160.49
single_qwen3.5-27b_mixed_20260611_181840,1,31.7,160.97
single_qwen3.5-27b_mixed_20260611_181840,1,31.8,161.18
single_qwen3.5-27b_mixed_20260611_181840,1,31.9,160.3
single_qwen3.5-27b_mixed_20260611_181840,1,32.0,160.3
single_qwen3.5-27b_mixed_20260611_181840,1,32.1,161.73
